transaction_id;employee_id;name;department;region;category;amount;date;payment_method;business_purpose;location;Policy_Limit;Excess_Amount;Policy_Violation;Missing_Receipt;Personal_Card_Flag;Compliance_Status
T00278;E170;Raymond Cox;Finance;Warsaw, Poland;Breakfast;15,38;24.11.2025;Corporate Card;Internal meeting;Krakow, Poland;30;0;0;1;0;Review
T00289;E170;Raymond Cox;Finance;Warsaw, Poland;Dinner;63,43;3.10.2025;Corporate Card;Supplier meeting;Paris, France;75;0;0;0;0;OK
T00241;E159;Ryan Sanchez;HR;Warsaw, Poland;Airfare;471,33;29.10.2025;Corporate Card;Business trip;Warsaw, Poland;800;0;0;0;0;OK
T00270;E169;Helen Richardson;Marketing;London, UK;Airfare;874,08;12.12.2025;Personal Card;Client visit;Amsterdam, Netherlands;800;74,08;1;0;1;Review
T00238;E159;Ryan Sanchez;HR;Warsaw, Poland;Dinner;28,62;28.02.2025;Corporate Card;Business trip;Gdansk, Poland;75;0;0;0;0;OK
T00237;E159;Ryan Sanchez;HR;Warsaw, Poland;Lunch;23,51;28.10.2025;Corporate Card;HR workshop;Wroclaw, Poland;50;0;0;1;0;Review
T00090;E123;Daniel Thompson;HR;Berlin, Germany;Taxi/Rideshare;89,27;14.05.2025;Corporate Card;Customer visit;Prague, Czech Republic;75;14,27;1;1;0;Review
T00032;E111;William Hernandez;HR;Warsaw, Poland;Taxi/Rideshare;50,08;25.07.2025;Personal Card;Client meeting;Prague, Czech Republic;75;0;0;0;1;Review
T00280;E170;Raymond Cox;Finance;Warsaw, Poland;Airfare;911,13;20.01.2025;Corporate Card;Training;Vienna, Austria;800;111,13;1;0;0;Review
T00200;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Dinner;54,47;22.09.2025;Corporate Card;Customer workshop;Gdansk, Poland;75;0;0;0;0;OK
T00128;E138;Donna Nguyen;Engineering;Warsaw, Poland;Dinner;69,21;14.07.2025;Personal Card;Client dinner;Gdansk, Poland;75;0;0;0;1;Review
T00265;E169;Helen Richardson;Marketing;London, UK;Lunch;23,11;3.03.2025;Corporate Card;Customer workshop;Paris, France;50;0;0;0;0;OK
T00066;E117;Thomas Taylor;HR;Warsaw, Poland;Lunch;14,56;29.07.2025;Corporate Card;Conference attendance;Krakow, Poland;50;0;0;1;0;Review
T00154;E143;Kevin Nelson;Sales;London, UK;Lunch;29,82;14.10.2025;Personal Card;Business trip;Dublin, Ireland;50;0;0;0;1;Review
T00211;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Taxi/Rideshare;48,51;9.04.2025;Corporate Card;Conference attendance;Vienna, Austria;75;0;0;0;0;OK
T00080;E121;Christopher Lee;Marketing;Warsaw, Poland;Taxi/Rideshare;27,72;7.02.2025;Corporate Card;Customer visit;Wroclaw, Poland;75;0;0;0;0;OK
T00177;E153;Timothy Campbell;HR;Warsaw, Poland;Lunch;21,53;31.03.2025;Corporate Card;Internal meeting;Krakow, Poland;50;0;0;0;0;OK
T00176;E153;Timothy Campbell;HR;Warsaw, Poland;Taxi/Rideshare;32,77;18.09.2025;Corporate Card;Conference attendance;Prague, Czech Republic;75;0;0;0;0;OK
T00139;E141;Kenneth Green;HR;Berlin, Germany;Hotel;271,72;9.05.2025;Personal Card;Project workshop;Hamburg, Germany;300;0;0;0;1;Review
T00271;E169;Helen Richardson;Marketing;London, UK;Breakfast;17,3;12.11.2025;Corporate Card;Client meeting;Manchester, UK;30;0;0;0;0;OK
T00125;E137;Andrew Torres;Sales;Berlin, Germany;Lunch;16,33;9.09.2025;Corporate Card;Prospect meeting;Prague, Czech Republic;50;0;0;0;0;OK
T00244;E160;Brenda Morris;Operations;London, UK;Train;125,61;10.10.2025;Corporate Card;Customer visit;Berlin, Germany;150;0;0;0;0;OK
T00045;E114;Susan Wilson;Engineering;London, UK;Dinner;57,56;7.08.2025;Corporate Card;Team dinner;Amsterdam, Netherlands;75;0;0;0;0;OK
T00279;E170;Raymond Cox;Finance;Warsaw, Poland;Lunch;36,7;18.02.2025;Corporate Card;Internal meeting;Warsaw, Poland;50;0;0;0;0;OK
T00071;E121;Christopher Lee;Marketing;Warsaw, Poland;Hotel;249,6;22.05.2025;Personal Card;Agency workshop;Gdansk, Poland;300;0;0;1;1;Review
T00283;E170;Raymond Cox;Finance;Warsaw, Poland;Dinner;45,77;28.05.2025;Personal Card;Audit meeting;Warsaw, Poland;75;0;0;0;1;Review
T00085;E122;Nancy Perez;Finance;Warsaw, Poland;Airfare;1339,25;12.02.2025;Corporate Card;Project workshop;Berlin, Germany;800;539,25;1;0;0;Review
T00040;E113;Richard Gonzalez;Sales;Warsaw, Poland;Breakfast;12,87;28.04.2025;Corporate Card;Travel to customer site;London, UK;30;0;0;0;0;OK
T00221;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Train;137,97;17.09.2025;Personal Card;Conference attendance;Paris, France;150;0;0;0;1;Review
T00070;E121;Christopher Lee;Marketing;Warsaw, Poland;Airfare;459,45;17.11.2025;Corporate Card;Customer visit;Warsaw, Poland;800;0;0;0;0;OK
T00009;E106;Jennifer Garcia;Operations;Warsaw, Poland;Dinner;38,55;11.08.2025;Personal Card;Conference attendance;Krakow, Poland;75;0;0;0;1;Review
T00006;E105;John Jones;HR;Warsaw, Poland;Airfare;596,37;18.03.2025;Corporate Card;HR conference;London, UK;800;0;0;0;0;OK
T00231;E158;Shirley Stewart;Finance;Berlin, Germany;Hotel;356,06;12.03.2025;Corporate Card;Finance workshop;Prague, Czech Republic;300;56,06;1;0;0;Review
T00087;E123;Daniel Thompson;HR;Berlin, Germany;Hotel;258,46;23.09.2025;Corporate Card;HR conference;Frankfurt, Germany;300;0;0;0;0;OK
T00142;E141;Kenneth Green;HR;Berlin, Germany;Breakfast;17,54;20.01.2025;Corporate Card;Travel to customer site;Warsaw, Poland;30;0;0;0;0;OK
T00008;E105;John Jones;HR;Warsaw, Poland;Airfare;328,29;4.03.2025;Corporate Card;Customer visit;Prague, Czech Republic;800;0;0;1;0;Review
T00266;E169;Helen Richardson;Marketing;London, UK;Airfare;524,57;13.10.2025;Corporate Card;Agency workshop;London, UK;800;0;0;0;0;OK
T00004;E103;Robert Williams;Marketing;Warsaw, Poland;Train;49,25;12.03.2025;Personal Card;Internal meeting;Warsaw, Poland;150;0;0;0;1;Review
T00134;E140;Michelle Flores;Finance;London, UK;Lunch;22,85;18.06.2025;Personal Card;Audit meeting;Paris, France;50;0;0;0;1;Review
T00030;E111;William Hernandez;HR;Warsaw, Poland;Dinner;89,97;21.10.2025;Corporate Card;Team dinner;Berlin, Germany;75;14,97;1;1;0;Review
T00023;E109;David Rodriguez;Marketing;Berlin, Germany;Hotel;112,64;24.04.2025;Corporate Card;Agency workshop;Prague, Czech Republic;300;0;0;0;0;OK
T00254;E167;Eric Bailey;Sales;Warsaw, Poland;Hotel;318,68;4.04.2025;Personal Card;Conference attendance;Krakow, Poland;300;18,68;1;0;1;Review
T00184;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Lunch;26,03;6.08.2025;Corporate Card;Partner meeting;Krakow, Poland;50;0;0;0;0;OK
T00103;E126;Betty Sanchez;Engineering;Berlin, Germany;Dinner;61,61;29.05.2025;Corporate Card;Project workshop;Amsterdam, Netherlands;75;0;0;0;0;OK
T00094;E123;Daniel Thompson;HR;Berlin, Germany;Dinner;85,48;15.04.2025;Corporate Card;Business trip;Frankfurt, Germany;75;10,48;1;0;0;Review
T00257;E168;Frank Cooper;Engineering;Berlin, Germany;Airfare;1063,06;14.05.2025;Corporate Card;Business trip;Warsaw, Poland;800;263,06;1;0;0;Review
T00203;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Lunch;54,45;4.08.2025;Corporate Card;Partner meeting;London, UK;50;4,45;1;1;0;Review
T00053;E114;Susan Wilson;Engineering;London, UK;Airfare;322,31;13.01.2025;Corporate Card;Training;Edinburgh, UK;800;0;0;0;0;OK
T00003;E103;Robert Williams;Marketing;Warsaw, Poland;Breakfast;11,94;1.09.2025;Personal Card;Conference attendance;London, UK;30;0;0;1;1;Review
T00033;E111;William Hernandez;HR;Warsaw, Poland;Airfare;735,18;20.10.2025;Corporate Card;Training;Vienna, Austria;800;0;0;0;0;OK
T00291;E170;Raymond Cox;Finance;Warsaw, Poland;Dinner;60,89;16.05.2025;Corporate Card;Business trip;Wroclaw, Poland;75;0;0;0;0;OK
T00216;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Hotel;225,19;14.03.2025;Corporate Card;Agency workshop;Vienna, Austria;300;0;0;0;0;OK
T00056;E114;Susan Wilson;Engineering;London, UK;Airfare;580,77;22.01.2025;Corporate Card;Customer visit;Berlin, Germany;800;0;0;0;0;OK
T00076;E121;Christopher Lee;Marketing;Warsaw, Poland;Train;120,81;18.12.2025;Corporate Card;Business trip;Wroclaw, Poland;150;0;0;1;0;Review
T00007;E105;John Jones;HR;Warsaw, Poland;Airfare;936,27;6.10.2025;Corporate Card;Business trip;Berlin, Germany;800;136,27;1;0;0;Review
T00210;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Taxi/Rideshare;60,8;10.12.2025;Corporate Card;Late return from client meeting;Berlin, Germany;75;0;0;0;0;OK
T00068;E117;Thomas Taylor;HR;Warsaw, Poland;Hotel;189,71;29.05.2025;Personal Card;HR conference;Vienna, Austria;300;0;0;1;1;Review
T00123;E135;Paul Wright;HR;Warsaw, Poland;Airfare;1155,77;23.07.2025;Corporate Card;Supplier meeting;Gdansk, Poland;800;355,77;1;1;0;Review
T00064;E116;Jessica Thomas;Finance;Warsaw, Poland;Lunch;43,45;6.11.2025;Corporate Card;Internal meeting;Gdansk, Poland;50;0;0;0;0;OK
T00024;E111;William Hernandez;HR;Warsaw, Poland;Lunch;21,25;13.06.2025;Corporate Card;Business trip;London, UK;50;0;0;0;0;OK
T00151;E143;Kevin Nelson;Sales;London, UK;Airfare;858,47;8.10.2025;Personal Card;Customer visit;Edinburgh, UK;800;58,47;1;0;1;Review
T00212;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Hotel;141,91;18.02.2025;Personal Card;Business trip;Vienna, Austria;300;0;0;0;1;Review
T00069;E119;Charles Jackson;Sales;Berlin, Germany;Lunch;58,14;12.08.2025;Corporate Card;Internal meeting;Vienna, Austria;50;8,14;1;0;0;Review
T00274;E169;Helen Richardson;Marketing;London, UK;Dinner;26,19;29.07.2025;Corporate Card;Client dinner;Amsterdam, Netherlands;75;0;0;0;0;OK
T00191;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Airfare;722,61;6.08.2025;Personal Card;Business trip;Prague, Czech Republic;800;0;0;0;1;Review
T00217;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Taxi/Rideshare;85,72;20.06.2025;Corporate Card;Airport transfer;Wroclaw, Poland;75;10,72;1;0;0;Review
T00099;E124;Lisa White;Operations;Warsaw, Poland;Taxi/Rideshare;45,57;19.11.2025;Personal Card;Customer visit;Wroclaw, Poland;75;0;0;0;1;Review
T00195;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Airfare;620,41;12.05.2025;Corporate Card;Sales visit;Berlin, Germany;800;0;0;0;0;OK
T00120;E135;Paul Wright;HR;Warsaw, Poland;Lunch;59,77;4.09.2025;Corporate Card;Internal meeting;Berlin, Germany;50;9,77;1;1;0;Review
T00114;E133;Steven Allen;Marketing;London, UK;Airfare;679,39;27.01.2025;Corporate Card;Customer visit;Berlin, Germany;800;0;0;0;0;OK
T00182;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Taxi/Rideshare;44,83;6.02.2025;Personal Card;Travel between offices;Wroclaw, Poland;75;0;0;0;1;Review
T00041;E113;Richard Gonzalez;Sales;Warsaw, Poland;Hotel;352,57;24.03.2025;Corporate Card;Conference attendance;Prague, Czech Republic;300;52,57;1;0;0;Review
T00287;E170;Raymond Cox;Finance;Warsaw, Poland;Lunch;53,73;19.05.2025;Corporate Card;Internal meeting;Berlin, Germany;50;3,73;1;0;0;Review
T00290;E170;Raymond Cox;Finance;Warsaw, Poland;Lunch;60,17;11.12.2025;Corporate Card;Audit meeting;Krakow, Poland;50;10,17;1;0;0;Review
T00052;E114;Susan Wilson;Engineering;London, UK;Hotel;195,44;8.09.2025;Personal Card;Supplier meeting;Amsterdam, Netherlands;300;0;0;0;1;Review
T00157;E143;Kevin Nelson;Sales;London, UK;Dinner;47,04;5.11.2025;Corporate Card;Client dinner;Paris, France;75;0;0;0;0;OK
T00016;E108;Linda Davis;Engineering;Warsaw, Poland;Lunch;32,45;10.01.2025;Corporate Card;Customer workshop;Krakow, Poland;50;0;0;1;0;Review
T00275;E169;Helen Richardson;Marketing;London, UK;Breakfast;13,93;27.03.2025;Corporate Card;Client meeting;Paris, France;30;0;0;0;0;OK
T00155;E143;Kevin Nelson;Sales;London, UK;Airfare;878,29;2.07.2025;Personal Card;Customer visit;Berlin, Germany;800;78,29;1;0;1;Review
T00091;E123;Daniel Thompson;HR;Berlin, Germany;Lunch;35,93;5.08.2025;Corporate Card;HR workshop;Hamburg, Germany;50;0;0;0;0;OK
T00264;E169;Helen Richardson;Marketing;London, UK;Airfare;1631,75;30.01.2025;Corporate Card;Agency workshop;Edinburgh, UK;800;831,75;1;0;0;Review
T00209;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Train;109,18;28.04.2025;Corporate Card;Training;Vienna, Austria;150;0;0;0;0;OK
T00218;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Airfare;521,55;6.02.2025;Corporate Card;Client visit;London, UK;800;0;0;1;0;Review
T00141;E141;Kenneth Green;HR;Berlin, Germany;Train;162,09;29.07.2025;Corporate Card;Supplier meeting;Frankfurt, Germany;150;12,09;1;0;0;Review
T00020;E108;Linda Davis;Engineering;Warsaw, Poland;Hotel;277,65;31.10.2025;Corporate Card;Customer visit;Gdansk, Poland;300;0;0;0;0;OK
T00055;E114;Susan Wilson;Engineering;London, UK;Dinner;80,11;12.08.2025;Personal Card;Partner meeting;Berlin, Germany;75;5,11;1;0;1;Review
T00104;E126;Betty Sanchez;Engineering;Berlin, Germany;Dinner;85,3;20.10.2025;Personal Card;Customer workshop;Munich, Germany;75;10,3;1;0;1;Review
T00202;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Airfare;928,43;19.12.2025;Corporate Card;Campaign event;Warsaw, Poland;800;128,43;1;0;0;Review
T00215;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Train;129,86;27.11.2025;Corporate Card;Internal meeting;Paris, France;150;0;0;0;0;OK
T00174;E151;Ronald Turner;Marketing;Berlin, Germany;Dinner;46,15;21.11.2025;Corporate Card;Agency dinner;Vienna, Austria;75;0;0;1;0;Review
T00223;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Train;68,8;20.05.2025;Corporate Card;Customer visit;Paris, France;150;0;0;0;0;OK
T00171;E151;Ronald Turner;Marketing;Berlin, Germany;Airfare;307,34;20.03.2025;Corporate Card;Campaign event;Munich, Germany;800;0;0;0;0;OK
T00110;E130;Sandra Robinson;Operations;Warsaw, Poland;Dinner;38,51;16.05.2025;Corporate Card;Business trip;London, UK;75;0;0;0;0;OK
T00302;E171;Marie Howard;HR;London, UK;Dinner;87,38;6.01.2025;Personal Card;HR workshop;Dublin, Ireland;75;12,38;1;0;1;Review
T00156;E143;Kevin Nelson;Sales;London, UK;Train;158,72;24.01.2025;Corporate Card;Supplier meeting;Paris, France;150;8,72;1;0;0;Review
T00073;E121;Christopher Lee;Marketing;Warsaw, Poland;Airfare;375,89;24.03.2025;Corporate Card;Conference attendance;Prague, Czech Republic;800;0;0;0;0;OK
T00299;E171;Marie Howard;HR;London, UK;Airfare;477,37;1.08.2025;Corporate Card;Customer visit;London, UK;800;0;0;0;0;OK
T00190;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Taxi/Rideshare;49,98;28.04.2025;Corporate Card;Conference attendance;Paris, France;75;0;0;0;0;OK
T00219;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Lunch;52,78;30.04.2025;Corporate Card;Partner meeting;Paris, France;50;2,78;1;0;0;Review
T00129;E139;Joshua Hill;Marketing;Warsaw, Poland;Airfare;439,43;4.04.2025;Personal Card;Conference attendance;Gdansk, Poland;800;0;0;0;1;Review
T00112;E132;Ashley Young;Engineering;Warsaw, Poland;Lunch;46,36;7.03.2025;Corporate Card;Internal meeting;Wroclaw, Poland;50;0;0;0;0;OK
T00075;E121;Christopher Lee;Marketing;Warsaw, Poland;Lunch;35,91;27.02.2025;Personal Card;Agency meeting;Berlin, Germany;50;0;0;0;1;Review
T00189;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Breakfast;19,47;26.02.2025;Corporate Card;Early client workshop;Vienna, Austria;30;0;0;0;0;OK
T00117;E134;Kimberly King;Finance;Berlin, Germany;Taxi/Rideshare;48,02;5.08.2025;Personal Card;Conference attendance;Hamburg, Germany;75;0;0;0;1;Review
T00049;E114;Susan Wilson;Engineering;London, UK;Taxi/Rideshare;24,53;3.10.2025;Corporate Card;Travel between offices;Manchester, UK;75;0;0;0;0;OK
T00133;E140;Michelle Flores;Finance;London, UK;Airfare;1013,23;23.09.2025;Corporate Card;Customer visit;Dublin, Ireland;800;213,23;1;0;0;Review
T00086;E122;Nancy Perez;Finance;Warsaw, Poland;Airfare;609,22;28.07.2025;Corporate Card;Training;Krakow, Poland;800;0;0;0;0;OK
T00018;E108;Linda Davis;Engineering;Warsaw, Poland;Breakfast;12,86;10.11.2025;Personal Card;Client meeting;Wroclaw, Poland;30;0;0;0;1;Review
T00180;E153;Timothy Campbell;HR;Warsaw, Poland;Hotel;107,27;16.11.2025;Corporate Card;Business trip;Vienna, Austria;300;0;0;0;0;OK
T00081;E121;Christopher Lee;Marketing;Warsaw, Poland;Train;128,97;13.03.2025;Corporate Card;Supplier meeting;Berlin, Germany;150;0;0;0;0;OK
T00293;E170;Raymond Cox;Finance;Warsaw, Poland;Dinner;81,29;10.03.2025;Corporate Card;Team dinner;Vienna, Austria;75;6,29;1;0;0;Review
T00150;E142;Amanda Adams;Operations;Warsaw, Poland;Hotel;237,56;21.03.2025;Corporate Card;Sales visit;Paris, France;300;0;0;0;0;OK
T00197;E157;Jeffrey Collins;Marketing;Warsaw, Poland;Dinner;47,13;18.04.2025;Corporate Card;Conference attendance;Krakow, Poland;75;0;0;0;0;OK
T00067;E117;Thomas Taylor;HR;Warsaw, Poland;Taxi/Rideshare;86,38;23.05.2025;Corporate Card;Travel between offices;Prague, Czech Republic;75;11,38;1;0;0;Review
T00166;E146;Deborah Rivera;Finance;Warsaw, Poland;Breakfast;23,5;29.07.2025;Corporate Card;Travel to customer site;Warsaw, Poland;30;0;0;0;0;OK
T00044;E114;Susan Wilson;Engineering;London, UK;Taxi/Rideshare;56,93;27.11.2025;Corporate Card;Airport transfer;Manchester, UK;75;0;0;0;0;OK
T00251;E167;Eric Bailey;Sales;Warsaw, Poland;Lunch;58,73;20.03.2025;Personal Card;Prospect meeting;Wroclaw, Poland;50;8,73;1;0;1;Review
T00298;E170;Raymond Cox;Finance;Warsaw, Poland;Dinner;58,49;17.11.2025;Corporate Card;Audit meeting;Wroclaw, Poland;75;0;0;0;0;OK
T00149;E142;Amanda Adams;Operations;Warsaw, Poland;Hotel;154,2;30.09.2025;Corporate Card;Supplier visit;Berlin, Germany;300;0;0;0;0;OK
T00272;E169;Helen Richardson;Marketing;London, UK;Airfare;847,72;26.11.2025;Corporate Card;Agency workshop;London, UK;800;47,72;1;0;0;Review
T00077;E121;Christopher Lee;Marketing;Warsaw, Poland;Lunch;31,2;30.06.2025;Corporate Card;Customer workshop;London, UK;50;0;0;1;0;Review
T00239;E159;Ryan Sanchez;HR;Warsaw, Poland;Airfare;591,86;7.03.2025;Corporate Card;HR conference;Gdansk, Poland;800;0;0;0;0;OK
T00268;E169;Helen Richardson;Marketing;London, UK;Hotel;137,69;11.09.2025;Personal Card;Conference attendance;Paris, France;300;0;0;0;1;Review
T00108;E130;Sandra Robinson;Operations;Warsaw, Poland;Dinner;44,26;25.11.2025;Corporate Card;Business trip;Krakow, Poland;75;0;0;0;0;OK
T00260;E168;Frank Cooper;Engineering;Berlin, Germany;Airfare;323,75;14.02.2025;Corporate Card;Training;Vienna, Austria;800;0;0;1;0;Review
T00168;E146;Deborah Rivera;Finance;Warsaw, Poland;Lunch;41,17;24.10.2025;Corporate Card;Customer workshop;Paris, France;50;0;0;0;0;OK
T00181;E153;Timothy Campbell;HR;Warsaw, Poland;Hotel;359,96;10.04.2025;Corporate Card;Training;Krakow, Poland;300;59,96;1;0;0;Review
T00277;E169;Helen Richardson;Marketing;London, UK;Train;136,01;6.08.2025;Corporate Card;Customer visit;Berlin, Germany;150;0;0;0;0;OK
T00163;E144;Melissa Baker;Engineering;Berlin, Germany;Airfare;1136,96;3.11.2025;Personal Card;Supplier meeting;Amsterdam, Netherlands;800;336,96;1;0;1;Review
T00059;E115;Joseph Anderson;Marketing;Berlin, Germany;Dinner;55,03;28.10.2025;Corporate Card;Client dinner;Vienna, Austria;75;0;0;0;0;OK
T00106;E126;Betty Sanchez;Engineering;Berlin, Germany;Airfare;903,69;17.06.2025;Corporate Card;Training;Frankfurt, Germany;800;103,69;1;0;0;Review
